contextId,contextType,seriesId,seriesName,seasonYear,eventId,eventName,sessionId,sessionType,sessionName,trackId,trackName,driverId,driverName,lapNumber,subtype,impactLabel,description,sourceConfidence,sourceState,provenanceRefCount,sourceHash
asset_frp_f1600_2019_points_pdf,media,global_context,Global / career context,,,,,,,,,,,,pdf,link_only,Official FRP F1600 2019 season points PDF with drops.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r5_01_qualifying_pdf,media,global_context,Global / career context,,,,,,,,,,,,pdf,link_only,Archive-linked PDF preserved but not attributed because PDF header/date does not match Pittsburgh International Race Complex.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_team_usa_2020_bryce_aron_blog,media,global_context,Global / career context,,,,,,,,,driver_bryce_aron,Bryce Aron,,article,link_only,"Bryce Aron Team USA blog preserves early-career context: 2018 BKC TaG Jr champion, Yamaha KT100 runner-up, 2019 FRP F1600 P3 with eight podiums, and 2020 UK Formula Ford development context.",link_only,media_narrative_context,1,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_team_usa_2020_walter_hayes_report,media,global_context,Global / career context,,,,,,,,,driver_bryce_aron,Bryce Aron,,article,link_only,"Team USA report gives narrative support for Bryce Aron Walter Hayes Trophy Grand Final P3 after he started ninth at Silverstone, complementing the official TSL timing classification.",link_only,media_narrative_context,1,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_team_usa_2020_winners_announcement,media,global_context,Global / career context,,,,,,,,,driver_bryce_aron,Bryce Aron,,article,link_only,"Team USA Scholarship named Bryce Aron a 2020 scholarship winner, alongside Jackson Lee and Simon Sikes, with planned UK Formula Ford starts including the Formula Ford Festival, Walter Hayes Trophy, and Avon National Formula Ford 1600 finale.",link_only,media_narrative_context,1,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r1_01_practice_1_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r1_road_atlanta,FRP F1600 2019 Round 1 - Road Atlanta,session_frp_f1600_2019_r1_01_practice_1,practice,Practice 1,track_michelin_raceway_road_atlanta,Michelin Raceway Road Atlanta,,,,pdf,link_only,Official FRP F1600 timing PDF for Road Atlanta Practice 1.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r1_02_practice_2_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r1_road_atlanta,FRP F1600 2019 Round 1 - Road Atlanta,session_frp_f1600_2019_r1_02_practice_2,practice,Practice 2,track_michelin_raceway_road_atlanta,Michelin Raceway Road Atlanta,,,,pdf,link_only,Official FRP F1600 timing PDF for Road Atlanta Practice 2.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r1_03_qualifying_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r1_road_atlanta,FRP F1600 2019 Round 1 - Road Atlanta,session_frp_f1600_2019_r1_03_qualifying,qualifying,Qualifying,track_michelin_raceway_road_atlanta,Michelin Raceway Road Atlanta,,,,pdf,link_only,Official FRP F1600 timing PDF for Road Atlanta Qualifying.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r1_04_race_1_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r1_road_atlanta,FRP F1600 2019 Round 1 - Road Atlanta,session_frp_f1600_2019_r1_04_race_1,race,Race 1,track_michelin_raceway_road_atlanta,Michelin Raceway Road Atlanta,,,,pdf,link_only,Official FRP F1600 timing PDF for Road Atlanta Race 1.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r1_05_race_2_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r1_road_atlanta,FRP F1600 2019 Round 1 - Road Atlanta,session_frp_f1600_2019_r1_05_race_2,race,Race 2,track_michelin_raceway_road_atlanta,Michelin Raceway Road Atlanta,,,,pdf,link_only,Official FRP F1600 timing PDF for Road Atlanta Race 2.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r1_06_race_3_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r1_road_atlanta,FRP F1600 2019 Round 1 - Road Atlanta,session_frp_f1600_2019_r1_06_race_3,race,Race 3,track_michelin_raceway_road_atlanta,Michelin Raceway Road Atlanta,,,,pdf,link_only,Official FRP F1600 timing PDF for Road Atlanta Race 3.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r2_01_practice_1_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r2_watkins_glen_international,FRP F1600 2019 Round 2 - Watkins Glen International,session_frp_f1600_2019_r2_01_practice_1,practice,Practice 1,track_watkins_glen_international,Watkins Glen International,,,,pdf,link_only,Official FRP F1600 timing PDF for Watkins Glen International Practice 1.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r2_02_practice_2_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r2_watkins_glen_international,FRP F1600 2019 Round 2 - Watkins Glen International,session_frp_f1600_2019_r2_02_practice_2,practice,Practice 2,track_watkins_glen_international,Watkins Glen International,,,,pdf,link_only,Official FRP F1600 timing PDF for Watkins Glen International Practice 2.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r2_03_qualifying_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r2_watkins_glen_international,FRP F1600 2019 Round 2 - Watkins Glen International,session_frp_f1600_2019_r2_03_qualifying,qualifying,Qualifying,track_watkins_glen_international,Watkins Glen International,,,,pdf,link_only,Official FRP F1600 timing PDF for Watkins Glen International Qualifying.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r2_04_race_1_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r2_watkins_glen_international,FRP F1600 2019 Round 2 - Watkins Glen International,session_frp_f1600_2019_r2_04_race_1,race,Race 1,track_watkins_glen_international,Watkins Glen International,,,,pdf,link_only,Official FRP F1600 timing PDF for Watkins Glen International Race 1.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r2_05_race_2_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r2_watkins_glen_international,FRP F1600 2019 Round 2 - Watkins Glen International,session_frp_f1600_2019_r2_05_race_2,race,Race 2,track_watkins_glen_international,Watkins Glen International,,,,pdf,link_only,Official FRP F1600 timing PDF for Watkins Glen International Race 2.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r2_06_race_3_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r2_watkins_glen_international,FRP F1600 2019 Round 2 - Watkins Glen International,session_frp_f1600_2019_r2_06_race_3,race,Race 3,track_watkins_glen_international,Watkins Glen International,,,,pdf,link_only,Official FRP F1600 timing PDF for Watkins Glen International Race 3.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r3_01_practice_1_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r3_mid_ohio_sports_car_course,FRP F1600 2019 Round 3 - Mid Ohio Sports Car Course,session_frp_f1600_2019_r3_01_practice_1,practice,Practice 1,track_mid_ohio_sports_car_course,Mid-Ohio Sports Car Course,,,,pdf,link_only,Official FRP F1600 timing PDF for Mid Ohio Sports Car Course Practice 1.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r3_02_practice_2_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r3_mid_ohio_sports_car_course,FRP F1600 2019 Round 3 - Mid Ohio Sports Car Course,session_frp_f1600_2019_r3_02_practice_2,practice,Practice 2,track_mid_ohio_sports_car_course,Mid-Ohio Sports Car Course,,,,pdf,link_only,Official FRP F1600 timing PDF for Mid Ohio Sports Car Course Practice 2.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r3_03_qualifying_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r3_mid_ohio_sports_car_course,FRP F1600 2019 Round 3 - Mid Ohio Sports Car Course,session_frp_f1600_2019_r3_03_qualifying,qualifying,Qualifying,track_mid_ohio_sports_car_course,Mid-Ohio Sports Car Course,,,,pdf,link_only,Official FRP F1600 timing PDF for Mid Ohio Sports Car Course Qualifying.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
penalty_frp_f1600_2019_r3_03_qualifying_car_21_grid_positions,penalty,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r3_mid_ohio_sports_car_course,FRP F1600 2019 Round 3 - Mid Ohio Sports Car Course,session_frp_f1600_2019_r3_03_qualifying,qualifying,Qualifying,track_mid_ohio_sports_car_course,Mid-Ohio Sports Car Course,driver_dave_petzko,Dave Petzko,,grid_position_loss,positionImpact=-2,Car 21 loses 2 grid positions for causing session stoppage early per Chief Steward,official,official_penalty_context,1,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r3_04_race_1_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r3_mid_ohio_sports_car_course,FRP F1600 2019 Round 3 - Mid Ohio Sports Car Course,session_frp_f1600_2019_r3_04_race_1,race,Race 1,track_mid_ohio_sports_car_course,Mid-Ohio Sports Car Course,,,,pdf,link_only,Official FRP F1600 timing PDF for Mid Ohio Sports Car Course Race 1.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r3_05_race_2_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r3_mid_ohio_sports_car_course,FRP F1600 2019 Round 3 - Mid Ohio Sports Car Course,session_frp_f1600_2019_r3_05_race_2,race,Race 2,track_mid_ohio_sports_car_course,Mid-Ohio Sports Car Course,,,,pdf,link_only,Official FRP F1600 timing PDF for Mid Ohio Sports Car Course Race 2.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r3_06_race_3_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r3_mid_ohio_sports_car_course,FRP F1600 2019 Round 3 - Mid Ohio Sports Car Course,session_frp_f1600_2019_r3_06_race_3,race,Race 3,track_mid_ohio_sports_car_course,Mid-Ohio Sports Car Course,,,,pdf,link_only,Official FRP F1600 timing PDF for Mid Ohio Sports Car Course Race 3.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r4_01_qualifying_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r4_virginia_international_raceway,FRP F1600 2019 Round 4 - Virginia International Raceway,session_frp_f1600_2019_r4_01_qualifying,qualifying,Qualifying,track_virginia_international_raceway,Virginia International Raceway,,,,pdf,link_only,Official FRP F1600 timing PDF for Virginia International Raceway Qualifying.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
penalty_frp_f1600_2019_r4_01_qualifying_car_40_grid_positions,penalty,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r4_virginia_international_raceway,FRP F1600 2019 Round 4 - Virginia International Raceway,session_frp_f1600_2019_r4_01_qualifying,qualifying,Qualifying,track_virginia_international_raceway,Virginia International Raceway,driver_keith_grant,Keith Grant,,grid_position_loss,positionImpact=-2,CAR 40 loses 2 grid positions for causing session stoppage per Chief Steward.,official,official_penalty_context,1,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r4_02_race_1_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r4_virginia_international_raceway,FRP F1600 2019 Round 4 - Virginia International Raceway,session_frp_f1600_2019_r4_02_race_1,race,Race 1,track_virginia_international_raceway,Virginia International Raceway,,,,pdf,link_only,Official FRP F1600 timing PDF for Virginia International Raceway Race 1.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r4_03_race_2_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r4_virginia_international_raceway,FRP F1600 2019 Round 4 - Virginia International Raceway,session_frp_f1600_2019_r4_03_race_2,race,Race 2,track_virginia_international_raceway,Virginia International Raceway,,,,pdf,link_only,Official FRP F1600 timing PDF for Virginia International Raceway Race 2.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r4_04_race_3_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r4_virginia_international_raceway,FRP F1600 2019 Round 4 - Virginia International Raceway,session_frp_f1600_2019_r4_04_race_3,race,Race 3,track_virginia_international_raceway,Virginia International Raceway,,,,pdf,link_only,Official FRP F1600 timing PDF for Virginia International Raceway Race 3.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r5_02_race_1_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r5_pittsburgh_international_race_complex,FRP F1600 2019 Round 5 - Pittsburgh International Race Complex,session_frp_f1600_2019_r5_02_race_1,race,Race 1,track_pittsburgh_international_race_complex,Pittsburgh International Race Complex,,,,pdf,link_only,Official FRP F1600 timing PDF for Pittsburgh International Race Complex Race 1.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r5_03_race_2_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r5_pittsburgh_international_race_complex,FRP F1600 2019 Round 5 - Pittsburgh International Race Complex,session_frp_f1600_2019_r5_03_race_2,race,Race 2,track_pittsburgh_international_race_complex,Pittsburgh International Race Complex,,,,pdf,link_only,Official FRP F1600 timing PDF for Pittsburgh International Race Complex Race 2.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r5_04_race_3_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r5_pittsburgh_international_race_complex,FRP F1600 2019 Round 5 - Pittsburgh International Race Complex,session_frp_f1600_2019_r5_04_race_3,race,Race 3,track_pittsburgh_international_race_complex,Pittsburgh International Race Complex,,,,pdf,link_only,Official FRP F1600 timing PDF for Pittsburgh International Race Complex Race 3.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r6_01_practice_1_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r6_summit_point,FRP F1600 2019 Round 6 - Summit Point,session_frp_f1600_2019_r6_01_practice_1,practice,Practice 1,track_summit_point_motorsports_park,Summit Point Motorsports Park,,,,pdf,link_only,Official FRP F1600 timing PDF for Summit Point Practice 1.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r6_02_practice_2_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r6_summit_point,FRP F1600 2019 Round 6 - Summit Point,session_frp_f1600_2019_r6_02_practice_2,practice,Practice 2,track_summit_point_motorsports_park,Summit Point Motorsports Park,,,,pdf,link_only,Official FRP F1600 timing PDF for Summit Point Practice 2.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r6_03_qualifying_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r6_summit_point,FRP F1600 2019 Round 6 - Summit Point,session_frp_f1600_2019_r6_03_qualifying,qualifying,Qualifying,track_summit_point_motorsports_park,Summit Point Motorsports Park,,,,pdf,link_only,Official FRP F1600 timing PDF for Summit Point Qualifying.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r6_04_race_1_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r6_summit_point,FRP F1600 2019 Round 6 - Summit Point,session_frp_f1600_2019_r6_04_race_1,race,Race 1,track_summit_point_motorsports_park,Summit Point Motorsports Park,,,,pdf,link_only,Official FRP F1600 timing PDF for Summit Point Race 1.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r6_05_race_2_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r6_summit_point,FRP F1600 2019 Round 6 - Summit Point,session_frp_f1600_2019_r6_05_race_2,race,Race 2,track_summit_point_motorsports_park,Summit Point Motorsports Park,,,,pdf,link_only,Official FRP F1600 timing PDF for Summit Point Race 2.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r6_06_race_3_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r6_summit_point,FRP F1600 2019 Round 6 - Summit Point,session_frp_f1600_2019_r6_06_race_3,race,Race 3,track_summit_point_motorsports_park,Summit Point Motorsports Park,,,,pdf,link_only,Official FRP F1600 timing PDF for Summit Point Race 3.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r7_01_practice_1_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r7_new_jersey_motorsports_park,FRP F1600 2019 Round 7 - New Jersey Motorsports Park,session_frp_f1600_2019_r7_01_practice_1,practice,Practice 1,track_new_jersey_motorsports_park_thunderbolt,New Jersey Motorsports Park Thunderbolt,,,,pdf,link_only,Official FRP F1600 timing PDF for New Jersey Motorsports Park Practice 1.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r7_02_practice_2_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r7_new_jersey_motorsports_park,FRP F1600 2019 Round 7 - New Jersey Motorsports Park,session_frp_f1600_2019_r7_02_practice_2,practice,Practice 2,track_new_jersey_motorsports_park_thunderbolt,New Jersey Motorsports Park Thunderbolt,,,,pdf,link_only,Official FRP F1600 timing PDF for New Jersey Motorsports Park Practice 2.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r7_03_qualifying_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r7_new_jersey_motorsports_park,FRP F1600 2019 Round 7 - New Jersey Motorsports Park,session_frp_f1600_2019_r7_03_qualifying,qualifying,Qualifying,track_new_jersey_motorsports_park_thunderbolt,New Jersey Motorsports Park Thunderbolt,,,,pdf,link_only,Official FRP F1600 timing PDF for New Jersey Motorsports Park Qualifying.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r7_04_race_1_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r7_new_jersey_motorsports_park,FRP F1600 2019 Round 7 - New Jersey Motorsports Park,session_frp_f1600_2019_r7_04_race_1,race,Race 1,track_new_jersey_motorsports_park_thunderbolt,New Jersey Motorsports Park Thunderbolt,,,,pdf,link_only,Official FRP F1600 timing PDF for New Jersey Motorsports Park Race 1.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
